id,descricao,unidade,quantidade,unitario,total
4234,"FUSÍVEL 2A,14X51KF, RÁPIDO",PC,10,3.60,36.00
4235,"FUSÍVEL 2A,14X51KFF,ULTRA  RÁPIDO KFF",PC,10,4.20,42.00
4236,"FUSÍVEL 2A,14X51KT,RETARDADO KT",PC,5,5.47,27.35
4237,"FUSÍVEL 2A,8,5X32KFF ULTRA RAPIDO",PC,0,1.56,0.00
4238,"FUSÍVEL 3,15A,3AGL,UTRA RÁPIDO",PC,0,1.50,0.00
4239,"FUSÍVEL 32,10X38, RETARDO",PC,0,2.76,0.00
4240,"FUSÍVEL 32A, 10X38,RÁPIDO KF",PC,5,2.50,12.50
4241,"FUSÍVEL 32A, 14X51, RÁPIDO KF",PC,4,4.80,19.20
4242,"FUSÍVEL 32A,10X38KFF,ULTRA RÁPIDO",PC,0,3.85,0.00
4243,"FUSÍVEL 32A,14X51 RETARDADO",PC,4,1.98,7.92
4244,"FUSÍVEL 32A,14X51KFF ULTRA RAPIDO",PC,9,3.50,31.50
4245,"FUSÍVEL 3A 3AGLFF, ULTRA RÁPIDO, 3A",PC,0,0.11,0.00
4246,"FUSÍVEL 40A,10X38,RETARDO",PC,5,2.40,12.00
4247,"FUSÍVEL 40A,L17X58KFF,ULTRA RÁPIDO",PC,5,12.80,64.00
4248,"FUSÍVEL 43FUS CART,RET 14X51 32A",PC,0,2.36,0.00
4249,"FUSÍVEL 45A,14X51KFF,ULTRA RÁPIDO",PC,0,6.19,0.00
4250,"FUSÍVEL 45A,17X58KFF,ULTRA RÁPIDO",PC,0,17.28,0.00
4251,"FUSÍVEL 4A -C-8,5X32 KFF ULTRA RÁPIDO",PC,0,1.80,0.00
4252,FUSÍVEL 4A -K-10X38KFF,PC,0,7.75,0.00
4253,"FUSÍVEL 4A, 10X38 PINO,RETARDADO KT",PC,0,7.83,0.00
4254,"FUSÍVEL 4A, 10X38,RÁPIDO KF",PC,0,2.50,0.00
4255,"FUSÍVEL 4A, 10X38,RETARDADO KT",PC,5,2.38,11.90
4256,"FUSÍVEL 4A,14X51,RETARDADO KT",PC,5,5.47,27.35
4257,"FUSÍVEL 4A,14X51KF, RÁPIDO",PC,4,5.47,21.88
4258,"FUSÍVEL 4A,14X51KFF, ULTRA RÁPIDO",PC,5,3.38,16.90
4259,"FUSÍVEL 4A,C10X38KFF, ULTRA RÁPIDO",PC,0,3.60,0.00
4260,"FUSÍVEL 4A,K10X38 KF,RÁPIDO",PC,0,7.02,0.00
4261,"FUSÍVEL 4A,K10X38KT,RAPIDO",PC,0,7.02,0.00
4262,"FUSÍVEL 4A,K10X38KT,RETARDADO",PC,0,7.02,0.00
4263,"FUSÍVEL 500MA, 10X35, ULTRA RAPIDO",PC,10,6.96,69.60
4264,"FUSÍVEL 50A,17X58KFF,ULTRA RÁPIDO",PC,3,12.16,36.48
4265,"FUSÍVEL 5A 20AGLFF, ULTRA RÁPIDO",PC,0,0.11,0.00
4266,"FUSÍVEL 5A 3AGLFF, ULTRA RÁPIDO",PC,0,0.11,0.00
4267,"FUSÍVEL 6,3A,20AGL 5X20,RÁPIDO AXIAL",PC,0,0.30,0.00
4268,"FUSÍVEL 63A,14X51KT RETARDADO",PC,5,4.00,20.00
4269,"FUSÍVEL 63A,17X58KFF ULTRA RÁPIDO",PC,3,17.28,51.84
4270,"FUSÍVEL 63A,C-22X58KFF,ULTRA RÁPIDO",PC,0,29.64,0.00
4271,"FUSÍVEL 6A -C-8,5X32 KFF ULTRA RÁPIDO",PC,0,1.32,0.00
4272,FUSÍVEL 6A -K-10X38KFF 600,PC,0,7.75,0.00
4273,"FUSÍVEL 6A, 10X38 PINO,RETARDADO KF",PC,0,7.83,0.00
4274,"FUSÍVEL 6A, 10X38,RETARDADO KT",PC,5,2.86,14.30
4275,"FUSÍVEL 6A,10X38,RÁPIDO",PC,10,4.56,45.60
4276,"FUSÍVEL 6A,10X38KFF,ULTRA RÁPIDO",PC,0,3.00,0.00
4277,"FUSÍVEL 6A,14X51KF, RÁPIDO",PC,5,5.47,27.35
4278,"FUSÍVEL 6A,14X51KFF,ULTRA  RÁPIDO",PC,4,4.00,16.00
4279,"FUSÍVEL 6A,14X51KT,RETARDADO",PC,5,2.38,11.90
4280,"FUSÍVEL 8A,10X38KF,RÁPIDO",PC,10,2.50,25.00
4281,"FUSÍVEL CART. 125A, 27X60 UTRA RÁPIDO",PC,0,18.23,0.00
4282,"FUSÍVEL CART. 250A, 27X60 UTRA RÁPIDO",PC,0,18.23,0.00
4283,"FUSÍVEL CART. 25A, L17X58KFF ULTRA",PC,0,12.96,0.00
4284,"FUSÍVEL CART.30A, L17X58FF ULTRA RAPIDO",PC,0,12.80,0.00
4285,FUSÍVEL DIAZED,PC,0,0.00,0.00
4286,FUSÍVEL DIAZED RETARDO 10A FDW-10AD2,PC,3,4.38,13.14
4287,FUSÍVEL DIAZED RETARDO 16A,PC,0,4.38,0.00
4288,FUSÍVEL DIAZED RETARDO 20A FDW-20AD2,PC,0,5.06,0.00
4289,FUSÍVEL DIAZED RETARDO 25A  FDW-25AD2,PC,0,1.20,0.00
4290,FUSÍVEL DIAZED RETARDO 25A FDW-25AD2,PC,0,4.51,0.00
4291,FUSÍVEL DIAZED RETARDO 2A FDW-2AD2,PC,0,4.51,0.00
4292,FUSÍVEL DIAZED RETARDO 35A FDW-35AD2,PC,0,4.38,0.00
4293,FUSÍVEL DIAZED RETARDO 4A FDW-4AD2,PC,0,4.51,0.00
4294,FUSÍVEL DIAZED RETARDO 50A FDW-50AD3,PC,0,4.38,0.00
4295,FUSÍVEL DIAZED RETARDO 63A FDW-63AD3,PC,0,4.51,0.00
4296,FUSÍVEL DIAZED RETARDO 6A FDW-6AD2,PC,5,4.38,21.90
4297,"FUSÍVEL ELO CURVA  K, 5A",PC,0,5.89,0.00
4298,"FUSÍVEL ELO CURVA K, 10A",PC,0,3.24,0.00
4299,"FUSÍVEL ELO CURVA K, 20",PC,0,5.80,0.00
4300,"FUSÍVEL ELO CURVA K, 30A",PC,0,8.00,0.00
4301,"FUSÍVEL ELO CURVA K,15A",PC,0,3.00,0.00
4302,"FUSÍVEL ELO CURVA K,25A",PC,0,3.70,0.00
4303,"FUSÍVEL ELO CURVA K,40A",PC,0,5.16,0.00
4304,FUSÍVEL F294 U/R 125A 500V 100KA,PC,0,223.20,0.00
4305,"FUSÍVEL grande 0,15A 3 AG 6x30mm",PC,51,0.04,2.04
4306,"FUSÍVEL grande 0,1A 3 AG 6x30mm",PC,0,0.06,0.00
4307,"FUSÍVEL grande 0,25A 3 AG 6x30mm",PC,0,0.06,0.00
4308,"FUSÍVEL grande 0,2A 3 AG 6x30mm",PC,100,0.06,6.00
4309,"FUSÍVEL grande 0,3A 3 AG 6x30mm",PC,0,0.06,0.00
4310,"FUSÍVEL grande 0,5A 3 AG 6x30mm",PC,99,0.12,11.88
4311,"FUSÍVEL grande 0,6A 3 AG 6x30mm",PC,100,0.09,9.00
4312,"FUSÍVEL grande 0,8A 3 AG 6x30mm",PC,0,0.06,0.00
4313,"FUSÍVEL grande 1,0A 3 AG 6x30mm",PC,144,0.13,18.72
4314,"FUSÍVEL grande 1,5A 3 AG 6x30mm",PC,0,0.04,0.00
4315,"FUSÍVEL grande 10,0A 3 AG 6x30mm",PC,76,0.13,9.88
4316,FUSÍVEL GRANDE 12A 3 AG 6x30mm,PC,0,1.44,0.00
4317,FUSÍVEL grande 15A 3 AG 6x30mm,PC,23,0.13,2.99
4318,"FUSÍVEL grande 2,0A 3 AG 6x30mm",PC,94,0.13,12.22
4319,"FUSÍVEL grande 2,5A 3 AG 6x30mm",PC,99,0.13,12.87
4320,"FUSÍVEL grande 20,0A 3 AG 6x30mm",PC,0,0.23,0.00
4321,FUSÍVEL grande 25A 3 AG 6x30mm,PC,94,0.13,12.22
4322,"FUSÍVEL grande 3,0A 3 AG 6x30mm",PC,73,0.13,9.49
4323,"FUSÍVEL grande 3,5A 3 AG 6x30mm",PC,9,0.11,0.99
4324,"FUSÍVEL grande 30,0A 3 AG 6x30mm",PC,91,0.20,18.20
4325,"FUSÍVEL grande 4,0A 3 AG 6x30mm",PC,85,0.13,11.05
4326,"FUSÍVEL GRANDE 5,0A 3 AG 6x30mm",PC,90,0.13,11.70
4327,"FUSÍVEL grande 6,0A 3 AG 6x30mm",PC,58,0.13,7.54
4328,"FUSÍVEL grande 7,0A 3 AG 6x30mm",PC,0,0.11,0.00
4329,"FUSÍVEL grande 8,0A 3 AG 6x30mm",PC,90,0.13,11.70
4330,"FUSÍVEL grande 9,0A 3 AG 6x30mm",PC,93,0.13,12.09
4331,FUSÍVEL GRANDE SÍLICA S-20AGKF 2A,PC,0,0.24,0.00
4332,FUSÍVEL GRANDE SÍLICA S-20AGKF-10A,PC,0,0.24,0.00
4333,FUSÍVEL GRANDE SÍLICA S-20AGKF-1A,PC,0,0.24,0.00
4334,FUSÍVEL GRANDE SÍLICA S-3AGKF 10A,PC,0,0.42,0.00
4335,FUSÍVEL GRANDE SÍLICA S-3AGKF 15A,PC,0,0.42,0.00
4336,FUSÍVEL GRANDE SÍLICA S-3AGKF 5A,PC,0,0.42,0.00
4337,"FUSÍVEL HH 45X325X360 40A 15/17KV 31,5KA",PC,0,117.00,0.00
4338,Fusível Lâm MAX 20A,PC,20,1.73,34.60
4339,Fusível Lâm MAX 30A,PC,18,2.03,36.54
4340,Fusível Lâm MAX 40A,PC,20,1.73,34.60
4341,Fusível Lâm MAX 50A,PC,20,1.73,34.60
4342,Fusível Lâm MAX 60A,PC,20,1.73,34.60
4343,Fusível Lâm MAX 70A,PC,20,1.73,34.60
4344,Fusível Lâm MAX 80A,PC,20,1.73,34.60
4345,Fusível Lâm MED 10A,PC,61,0.34,20.74
4346,Fusível Lâm MED 15A,PC,90,0.20,18.00
4347,Fusível Lâm MED 20A,PC,61,0.20,12.20
4348,Fusível Lâm MED 25A,PC,96,0.20,19.20
4349,Fusível Lâm MED 2A,PC,50,0.27,13.50
4350,Fusível Lâm MED 30A,PC,31,0.20,6.20
4351,Fusível Lâm MED 3A,PC,100,0.14,14.00
4352,Fusível Lâm MED 40A,PC,90,0.14,12.60
4353,Fusível Lâm MED 4A,PC,50,0.27,13.50
4354,Fusível Lâm MED 5A,PC,100,0.20,20.00
4355,"Fusível Lâm MED 7,5A",PC,100,0.38,38.00
4356,Fusível Lâm MINI 10A,PC,100,0.28,28.00
4357,Fusível Lâm MINI 15A,PC,100,0.20,20.00
4358,Fusível Lâm MINI 20A,PC,100,0.20,20.00
4359,Fusível Lâm MINI 25A,PC,200,0.20,40.00
4360,Fusível Lâm MINI 30A,PC,100,0.14,14.00
4361,FUSÍVEL MICRO ONDAS 10A 5X20,PC,0,1.37,0.00
4362,FUSÍVEL MICRO ONDAS 12A,PC,0,0.77,0.00
4363,FUSÍVEL MICRO ONDAS 12A 5X20,PC,0,1.37,0.00
4364,FUSÍVEL MICRO ONDAS 15A,PC,29,1.00,29.00
4365,FUSÍVEL MICRO ONDAS 15A 5X20,PC,0,1.37,0.00
4366,FUSÍVEL MICRO ONDAS 20A,PC,50,1.00,50.00
4367,FUSÍVEL MICRO ONDAS 20A 5X20,PC,0,1.37,0.00
4368,FUSÍVEL MICRO ONDAS 25A,PC,0,0.77,0.00
4369,FUSÍVEL MICRO ONDAS 8A,PC,48,0.70,33.60
4370,FUSÍVEL MICRO ONDAS 8A 5X20,PC,0,1.37,0.00
4371,FUSÍVEL NH,PC,0,8.92,0.00
4372,FUSÍVEL NH 00 RETARDO 100A 120KA gL/gG,PC,0,17.81,0.00
4373,FUSÍVEL NH 00 RETARDO 10A 120KA gL/gG,PC,0,17.81,0.00
4374,FUSÍVEL NH 00 RETARDO 125A 120KA gL/gG,PC,0,20.48,0.00
4375,FUSÍVEL NH 00 RETARDO 160A 120KA gL/gG,PC,0,20.48,0.00
4376,FUSÍVEL NH 00 RETARDO 16A 120KA gL/gG,PC,0,17.81,0.00
4377,FUSÍVEL NH 00 RETARDO 20A 120KA gL/gG,PC,0,17.81,0.00
4378,FUSÍVEL NH 00 RETARDO 25A 120KA gL/gG,PC,0,16.49,0.00
4379,FUSÍVEL NH 00 RETARDO 32A 120KA gL/gG,PC,0,17.81,0.00
4380,FUSÍVEL NH 00 RETARDO 35A 120KA gL/gG,PC,0,15.32,0.00
4381,FUSÍVEL NH 00 RETARDO 40A 120KA gL/gG,PC,0,17.81,0.00
4382,FUSÍVEL NH 00 RETARDO 50A 120KA gL/gG,PC,0,18.78,0.00
4383,FUSÍVEL NH 00 RETARDO 63A 120KA gL/gG,PC,0,18.78,0.00
4384,FUSÍVEL NH 00 RETARDO 6A 120KA gL/gG,PC,0,18.78,0.00
4385,FUSÍVEL NH 00 RETARDO 6A 120KA gL/gG,PC,0,18.02,0.00
4386,FUSÍVEL NH 00 RETARDO 80A 120KA gL/gG,PC,0,17.81,0.00
4387,FUSÍVEL NH 00 U/R 100A 500V 100KA,PC,0,74.25,0.00
4388,FUSÍVEL NH 00 U/R 125A 500V 100KA,PC,0,33.48,0.00
4389,FUSÍVEL NH 00 U/R 160A,PC,0,20.80,0.00
4390,FUSÍVEL NH 00 U/R 200A 200KA aR,PC,0,69.86,0.00
4391,FUSÍVEL NH 00 U/R 20A 500V 100KA,PC,0,31.20,0.00
4392,FUSÍVEL NH 00 U/R 25A 500V 100KA,PC,0,74.25,0.00
4393,FUSÍVEL NH 00 U/R 35A 500V 100K,PC,0,15.48,0.00
4394,FUSÍVEL NH 00 U/R 35A SITOR T00035Ags,PC,0,269.37,0.00
4395,FUSÍVEL NH 00 U/R 40A 500V 100KA,PC,0,74.25,0.00
4396,FUSÍVEL NH 00 U/R 63A 500V 100KA,PC,0,31.05,0.00
4397,FUSÍVEL NH 00 U/R 63A 500V 100KA  USO 1,PC,0,74.25,0.00
4398,FUSÍVEL NH 00 U/R 80A 500V 100KA,PC,0,29.76,0.00
4399,FUSÍVEL NH 00 U/R 80A 500V 100KA USO 1,PC,0,74.25,0.00
4400,FUSÍVEL NH 00 U/R 80A SITOR 0080Aar,PC,0,169.28,0.00
4401,FUSÍVEL NH 01 U/R 125A 120KA,PC,0,74.25,0.00
4402,FUSÍVEL NH 01 U/R 160A 500V/120KA,PC,0,67.37,0.00
4403,FUSÍVEL NH 01 U/R 200A 500V 120KA,PC,0,67.37,0.00
4404,FUSÍVEL NH 01 U/R 250A 500V 250KA aR,PC,0,69.86,0.00
4405,FUSÍVEL NH 01 U/R 300A 500V 300KA aR,PC,0,107.87,0.00
4406,FUSÍVEL NH 02 U/R 315A 31FNH 315K A aR,PC,0,207.80,0.00
4407,FUSÍVEL NH 03 RETARDO 500A120KA  gL/gG,PC,0,32.90,0.00
4408,FUSÍVEL NH 03 U/R 550A 700V aR,PC,0,107.87,0.00
4409,FUSÍVEL OURO,PC,0,0.00,0.00
4410,FUSÍVEL OURO 40 A - ESPECIAL PARA,PC,0,1.68,0.00
4411,FUSÍVEL OURO 50 A - ESPECIAL PARA,PC,0,1.68,0.00
4412,FUSÍVEL OURO 60 A - ESPECIAL PARA,PC,0,1.68,0.00
4413,"FUSÍVEL pequeno  2,5A 20 AG 5x20mm",PC,92,0.11,10.12
4414,"FUSÍVEL pequeno 0,125A 20 AG 5x20mm",PC,0,0.20,0.00
4415,"FUSÍVEL pequeno 0,15A 20 AG 5x20mm",PC,0,0.09,0.00
4416,"FUSÍVEL pequeno 0,1A 20 AG 5x20mm",PC,0,0.11,0.00
4417,"FUSÍVEL pequeno 0,25A 20 AG 5x20mm",PC,100,0.09,9.00
4418,"FUSÍVEL pequeno 0,2A 20 AG 5x20mm",PC,0,0.11,0.00
4419,"FUSÍVEL pequeno 0,3A 20 AG 5x20mm",PC,0,0.19,0.00
4420,"FUSÍVEL pequeno 0,5A 20 AG 5x20mm",PC,75,0.10,7.50
4421,"FUSÍVEL PEQUENO 0,63 20 AG",PC,0,0.10,0.00
4422,"FUSÍVEL pequeno 0,6A 20 AG 5x20mm",PC,0,0.19,0.00
4423,"FUSÍVEL pequeno 0,8A 20 AG 5x20mm",PC,0,0.11,0.00
4424,"FUSÍVEL pequeno 1,0A 20 AG 5x20mm",PC,60,0.11,6.60
4425,"FUSÍVEL pequeno 1,25A 20 AG 5x20mm",PC,0,0.07,0.00
4426,"FUSÍVEL pequeno 1,5A 20 AG 5x20mm",PC,100,0.11,11.00
4427,"FUSÍVEL pequeno 1,6A 20 AG 5x20mm",PC,0,0.11,0.00
4428,"FUSÍVEL pequeno 10,0A 20 AG 5x20mm",PC,-127,0.17,-21.59
4429,FUSÍVEL pequeno 15A 20 AG 5x20mm,PC,47,0.11,5.17
4430,"FUSÍVEL pequeno 2,0A 20 AG 5x20mm",PC,54,0.11,5.94
4431,"FUSÍVEL pequeno 20,0A 20 AG 5x20mm",PC,76,0.10,7.60
4432,FUSÍVEL pequeno 25A 20 AG 5x20mm,PC,0,0.11,0.00
4433,"FUSÍVEL pequeno 3,0A 20 AG 5x20mm",PC,12,0.11,1.32
4434,"FUSÍVEL pequeno 3,15A 20 AG 5x20mm",PC,0,0.12,0.00
4435,"FUSÍVEL pequeno 3,5A 20 AG 5x20mm",PC,0,0.06,0.00
4436,"FUSÍVEL pequeno 30,0A 20 AG 5x20mm",PC,0,0.11,0.00
4437,"FUSÍVEL pequeno 4,0A 20 AG 5x20mm",PC,48,0.11,5.28
4438,FUSÍVEL pequeno 5A 20 AG 5x20mm,PC,-57,0.20,-11.40
4439,"FUSÍVEL pequeno 6,0A 20 AG 5x20mm",PC,37,0.20,7.40
4440,"FUSÍVEL pequeno 6,3A 20 AG 5x20mm",PC,0,0.20,0.00
4441,"FUSÍVEL pequeno 7,0A 20 AG 5x20mm",PC,65,0.11,7.15
4442,"FUSÍVEL pequeno 8,0A 20 AG 5x20mm",PC,46,0.10,4.60
4443,"FUSÍVEL pequeno 9,0A 20 AG 5x20mm",PC,45,0.06,2.70
4444,FUSÍVEL PEQUENO SÍLICA S-20AGKF-5A,PC,0,0.24,0.00
4445,"G GiroFlex MAG AM,12Vp/carro1101",PC,0,44.66,0.00
4446,"G GiroFlex MAG AM,12Vp/carro1201",PC,0,60.61,0.00
4447,"G GiroFlex MAG AZ,12Vp/carro1101",PC,0,44.66,0.00
4448,"G GiroFlex MAG VD,12Vp/carro1101",PC,0,44.66,0.00
4449,"G GiroFlex MAG VM,12Vp/carro1101",PC,0,44.66,0.00
4450,"G GiroFlex MAG VM,12Vp/carro1201",PC,0,60.61,0.00
4451,GANCHO CURTO LUMN   38X38,PC,0,1.19,0.00
4452,Garra  bateria  Rainha  Grande,PC,0,1.34,0.00
4453,Garra  bateria  Rainha  media,PC,0,0.91,0.00
4454,Garra Bateria Fusibras PT/VM Grande,PC,0,5.59,0.00
4455,Garra de comando fêmea GC10CT,PC,0,38.51,0.00
4456,Garra de comando macho GC10CT,PC,0,38.51,0.00
4457,GARRA JACARÉ 100A GRANDE PÇ,PC,100,4.41,441.00
4458,GARRA JACARÉ 10A PEQUENA PÇ,PC,0,0.31,0.00
4459,GARRA JACARÉ 50A PÇ,M,0,1.69,0.00
4460,GARRA JACARÉ 5A PEQUENA,PC,0,0.29,0.00
4461,Garra Jacare Bateria 50A,PC,0,0.78,0.00
4462,GARRA JACARÉ FUSIBRAS GDC29 PÇ,PC,194,0.42,81.48
4463,"GARRA JACARÉ MINI ,GRANDE",PC,0,0.68,0.00
4464,"GARRA JACARÉ MINI ,MÉDIA",PC,0,1.55,0.00
4465,"GARRA JACARÉ MINI ,PEQUENA",PC,0,0.25,0.00
4466,GARRA JACARÉ PVC 5728/5729 GIGANTE,PC,6,15.84,95.04
4467,GARRA JACARE PVC G130 70A,PC,6,6.14,36.84
4468,GATILHO GBH2-26-11253,PC,0,38.40,0.00
4469,GATILHO GHS 11E-11316,PC,0,10.00,0.00
4470,GATILHO GP09-180,PC,0,10.00,0.00
4471,GATILHO GWS7-125 -1800,PC,0,10.00,0.00
4472,GATILHO HITACHI H65,PC,0,10.00,0.00
4473,GATILHO HR-2450,PC,0,10.00,0.00
4474,GATILHO P/BOSCH LIXAD 1351/1751,PC,0,40.80,0.00
4475,GATILHO SERRA CIRCULAR 5900B,PC,0,10.00,0.00
4476,Giga de teste Individual M10-12,PC,0,8.00,0.00
4477,GIROFLEX ROTATIVO IMP AM,M,0,23.53,0.00
4478,GIROFLEX RT19 AMBAR,PC,0,164.61,0.00
4479,GIROFLEX RT19K AMBAR C/ PLUG,PC,0,268.34,0.00
4480,GIROLED AMBAR 128LED 12VDC C/ IMA,PC,0,190.75,0.00
4481,GIROLED AMBAR 128LED 24VDC AMBAR,PC,0,157.50,0.00
4482,GIROLED AMBAR 128LED 24VDC AMBAR CANC,PC,0,157.50,0.00
4483,"GIROLED AZUL 128 C/IMÃ, 12CDC",PC,0,190.75,0.00
4484,"GIROLED AZUL 128 C/IMÃ, 24CDC",PC,0,190.75,0.00
4485,GIROLED DF-1-012-AM-24VCC-EI-SB-P,PC,2,36.10,72.20
4486,GIROLED DF-1-0-12-AM-BIV-C-1-53.P,PC,9,98.69,888.21
4487,GIROLED DF-1-012-AZ-24VCC-F-SB-P AZUL,PC,2,36.10,72.20
4488,GIROLED DF-1-M-24-AM-12VDC-R-SS.M C/,PC,10,83.42,834.20
4489,GIROLED DF-I-0-24-AM-24VCC-R-SS-M,PC,0,55.30,0.00
4490,GIROLED DF-I-L-24-AM-24VCC-R-SS-M C/BASE,PC,0,70.60,0.00
4491,GIROLED DF-I-M-24-AM-24VCC-R-SS-M,PC,0,73.10,0.00
4492,"GIROLED VERMELHO 12VDC, IMÃ",PC,0,190.75,0.00
4493,"GIROLED VERMELHO, 24VDC, IMÃ",PC,0,190.75,0.00
4494,GRADE 80x80MM,PC,2,1.31,2.62
4495,GRADE 80x80MM PLÁSTICA,PC,0,1.31,0.00
4496,"GRADE E11,120x120CM METÁLICA VENTISILVA",PC,0,1.88,0.00
4497,"GRADE E11,120x120CM PLÁSTICA VENTISILVA",PC,0,1.56,0.00
4498,"GRADE E14, 160x160CM VENTISILVA",PC,0,12.15,0.00
4499,GRADE E15 METALICA,PC,0,10.51,0.00
4500,GRADE E18,PC,0,13.15,0.00
4501,GRADE PARA VENTILADOR TRON,PC,0,15.95,0.00
4502,GRADE RAX-2 METÁLICA VENTISILVA,PC,0,18.90,0.00
4503,GRADE RT-RAX2,PC,0,23.50,0.00
4504,GRAFITE CL-EVX3,PC,0,2.64,0.00
4505,GRELHA+FIL 7f 0500003000 100m3/h n3,PC,0,48.18,0.00
4506,Haste de Aterramento 5/8 x,PC,0,0.00,0.00
4507,"Haste de Aterramento 5/8 x 2,4 Metros",PC,0,16.20,0.00
4508,HELICE PARA TURBINA FORNO INDUSTRIAL,PC,0,70.80,0.00
4509,"HIDRÔMETRO 1""",PC,0,11.23,0.00
4510,"HIDRÔMETRO 3/4""",PC,0,11.23,0.00
4511,HORIMETRO 300285 12/24 N MAR,PC,0,32.84,0.00
4512,HORÍMETRO AUTO BRANCO MAR 12/24VDC,PC,0,86.83,0.00
4513,HORIMETRO AUTO PRETO MAR 12/24VDC,PC,0,76.67,0.00
4514,HORIMETRO AUTO PRETO MAR 12/24VDC,PC,0,125.44,0.00
4515,HORIMETRO DH 10-80VDC,PC,0,198.00,0.00
4516,HORIMETRO DH 220VCA,PC,2,94.69,189.38
4517,HORIMETRO HO-02-MP-220VCA,PC,0,72.00,0.00
4518,HORIMETRO LC7-H SINAL 90-240VCA,PC,1,233.16,233.16
4519,HORIMETRO LH7 CONTATO SECO,PC,0,129.55,0.00
4520,HORIMETRO LH7-HA PULSO 220VCA,PC,0,175.93,0.00
4521,HORÍMETRO THA-02 220VCA,PC,2,63.00,126.00
4522,HORÍMETRO THA-02 24VCA,PC,0,70.88,0.00
4523,HUB 8 portas 10/ 10Mbps,PC,0,90.00,0.00
4524,Hub SH$)*)SE 8 portas 10MPS,PC,0,96.80,0.00
4525,IGBT SKM 75GB123D,PC,0,209.00,0.00
4526,IGNITOR 70N 35-70W,PC,0,10.40,0.00
4527,IGNITOR HZN 200/380VCA,PC,0,39.67,0.00
4528,INCLINOMETRO  DIGITAL G3,PC,0,2220.00,0.00
4529,IND. MEC 52 TEMP 5/8 50-140 302753 CABO,PC,0,36.82,0.00
4530,"IND/CONT/TOTALIZADOR, CM9100C2386 12VDC",PC,0,435.00,0.00
4531,"IND/CONT/TOTALIZADOR, CM9100CT1386",PC,0,565.50,0.00
4532,"IND/CONT/TOTALIZADOR, CM9100CT2386",PC,0,565.50,0.00
4533,"INDICADOR AUTO COMBUSTIVEL 300583,",PC,0,99.97,0.00
4534,"INDICADOR AUTO COMBUSTÍVEL 300741,",PC,0,62.25,0.00
4535,INDICADOR HZ 220VCA,PC,0,212.50,0.00
4536,INDICADOR TACOMETRO 3000RPM 12/24 PVC,PC,0,240.07,0.00
4537,INDICADOR TEMPEMPERATURA SLT/1 220VCA,PC,0,201.50,0.00
4538,INDICADOR TEMPERATURA 16 CANAIS  ,PC,0,837.60,0.00
4539,INDUCADOR UNIVERSAL RLM 90-280VCA,PC,0,403.00,0.00
4540,"INDUTOR TRIFÁSICO 16A 1,668mH EA 60HZ",PC,0,405.00,0.00
4541,INT SIMPLES 0A P/ MOVEIS,PC,0,4.40,0.00
4542,Int. emb 3S 10A c/Pl pial 3100,PC,0,7.39,0.00
4543,INT. emb simples 10A S/PL,PC,0,3.92,0.00
4544,Int. Emb. 2S 10A C/PL,PC,0,5.11,0.00
4545,INTERRUPTOR DR 63A 30MA 3P,PC,2,175.50,351.00
4546,"INTERRUPTOR DR RDW 40A-2P, 30MA",PC,0,78.90,0.00
4547,"INTERRUPTOR DR RDW 63A-2P, 30MA",PC,0,85.06,0.00
4548,"INTERRUPTOR DR RDW-1040-4P  40A, 30MA",PC,0,103.72,0.00
4549,INTERRUPTOR DR RDW-1063- 4P 63A 30MA,PC,0,115.30,0.00
4550,INTERRUPTOR DR100A/30MA 4P,PC,0,281.75,0.00
4551,INTERRUPTOR UNIPOLAR PUSH BOTTON,PC,0,2.16,0.00
4552,INTINERÁRIO - CHICOTE 2M,PC,0,37.50,0.00
4553,INTINERÁRIO - PAINEL DL-170 8X128X100R08,PC,0,1783.47,0.00
4554,INVERSOR DE TENSÃO 1500W 12V/127V,PC,0,815.56,0.00
4555,INVERSOR DE TENSÃO 200W 12V/220VCA,PC,0,166.23,0.00
4556,INVERSOR DE TENSÃO 300W 12V/220VCA,PC,0,163.11,0.00
4557,INVERSOR DE TENSÃO 400W 24V/127V,PC,1,240.50,240.50
4558,INVERSOR DE TENSÃO 400W 24V/220VCA,PC,1,267.26,267.26
4559,INVERSOR DE TENSÃO 600W 24V/127VCA,PC,0,410.68,0.00
4560,INVERSOR DE TENSÃO 800W 24V/127V,PC,0,320.25,0.00
4561,"INVERSOR F 0,75CV/1,6A/220V",PC,0,553.15,0.00
4562,"INVERSOR FREQ 0,5CV/2,4A/220VCA AGEON",PC,0,421.44,0.00
4563,"INVERSOR FREQ 0,5CV/2,6A220V,BI",PC,0,836.40,0.00
4564,"INVERSOR FREQ 1,0CV/2,6A/380V",PC,0,1040.68,0.00
4565,"INVERSOR FREQ 1,0CV/4,2A/220V",PC,0,662.12,0.00
4566,"INVERSOR FREQ 1,0CV/4,2A/220VCA AGEON",PC,2,405.50,811.00
4567,"INVERSOR FREQ 1,5CV/2,6A/380V",PC,1,953.99,953.99
4568,"INVERSOR FREQ 1,5CV/6A/220V",PC,0,594.01,0.00
4569,"INVERSOR FREQ 1CV/7,3A/220V",PC,1,758.45,758.45
4570,"INVERSOR FREQ 2,0CV/7,3A/220V",PC,1,881.08,881.08
4571,"INVERSOR FREQ 2CV/10A, 220VCA",PC,1,1075.60,1075.60
